Id,Prediction
137,3.9277196508798127e-109
138,1.0
139,1.0
140,1.0
141,1.0
142,1.0
143,6.754073714513865e-91
144,0.0001981366288841316
145,6.31639874982747e-96
146,1.0
147,1.0
148,5.740017119760572e-57
149,2.6845449065336006e-114
150,1.0
151,5.2147584005252794e-98
152,1.0
153,1.0
154,1.0
155,2.3922816996396086e-99
156,4.450465266003966e-95
157,1.0
158,1.0
159,6.560227601160659e-55
160,1.224094312697279e-134
161,1.0
162,1.0
163,8.234492137664985e-37
164,1.0
165,1.0
166,3.5942880246063623e-91
167,1.0
168,1.1357625617385009e-117
169,1.0
170,1.0
171,6.388378153244952e-157
172,3.739500837092955e-44
173,1.0
174,1.0
175,1.0
176,1.0
177,1.0
178,3.8066432083846106e-36
179,7.859642192461743e-219
180,1.0
181,1.0
182,3.835997228851213e-70
183,1.587050574609804e-72
184,5.12828458787801e-82
185,1.0
186,6.528679780620938e-97
187,1.0
188,6.239183967075398e-202
189,1.0
190,1.0
191,5.740724820744109e-17
192,1.0
193,1.0
194,2.691487451505172e-94
195,1.5888360851543183e-78
196,1.377185101765831e-109
197,1.0
198,1.0
199,9.917606839726903e-22
200,4.582754904970955e-134
201,2.9153185282633675e-122
202,1.0
203,5.846731434218493e-70
204,1.0
205,0.987708621397341
206,2.2551423364800132e-63
207,1.0
208,7.097816204181081e-202
209,1.0
210,1.0243531153864746e-146
211,6.240122941422296e-136
212,1.0
213,1.0
214,2.8544122069751792e-92
215,1.0
216,1.0
217,1.0
218,1.0
219,1.0
220,8.745400725330857e-21
221,2.6059118248226318e-142
222,1.811007743107468e-226
223,1.0
224,7.783629488725658e-56
225,1.0
226,1.0
227,1.016577401915784e-158
228,1.0
229,3.3757188216177434e-117
230,1.203678249389903e-42
231,6.000050488667332e-07
232,3.2023153314423747e-41
233,1.0
234,4.414720772616277e-174
235,2.7221625051037133e-147
236,2.8090044357836296e-141
237,2.9665308609778493e-138
238,3.332235300380043e-57
239,6.150007688573372e-40
240,1.0
241,1.0
242,7.964821553424747e-167
243,1.0
244,1.0
245,1.0
246,1.0
247,3.708282470083499e-191
248,1.0
249,1.0
250,8.51085470071991e-152
251,2.233645449599785e-05
252,1.0
253,1.0
254,4.295510861094616e-93
255,9.835395409726081e-80
256,1.8099037051556757e-07
257,5.2572022188998425e-101
258,1.0
259,1.0
260,1.0
261,1.6015775337536602e-133
262,1.0
263,1.0
264,2.323697086005685e-229
265,4.057141706595533e-179
266,1.5261265455970663e-44
267,1.0
268,5.572993526942516e-96
269,2.2792868643063013e-173
270,8.297467994256855e-138
271,2.8913520722078948e-77
272,1.0
273,1.0
274,1.0
275,1.0
276,2.3068112145058045e-86
277,5.963293849102595e-200
278,1.0
279,1.0
280,2.7687761608220387e-33
281,1.0
282,1.0
283,1.0
284,1.0
285,1.0
286,1.0
287,1.0
288,1.0
289,7.775575188600255e-43
290,1.0
291,1.3803955557112873e-143
292,3.216446501939222e-106
293,5.1821217266540624e-169
294,1.0
295,1.5074201456266365e-160
296,1.0
297,1.2552962382070742e-60
298,1.0
299,9.520180836044532e-189
300,1.2528935993088118e-153
301,1.0
302,1.5761317675625157e-65
303,1.0
304,1.0
305,6.5104368943326515e-56
306,1.0
307,3.6435739778376486e-176
308,1.1902349204128854e-108
309,1.0
310,1.0
311,1.0
312,1.0
313,1.3367263402530698e-146
314,8.149570086992024e-136
315,1.0
316,1.0
317,0.0
318,1.0
319,1.0
320,1.0
321,1.0
322,1.2276297529494699e-144
323,6.758294416179568e-44
324,1.0
325,1.0
326,0.9999999999999847
327,1.0
328,2.8789793280352807e-21
329,1.0
330,1.0
331,1.0
332,1.0
333,1.0
334,3.679546823787693e-133
335,6.361912283775864e-146
336,6.859695364389235e-89
337,1.0
338,2.854895401023409e-106
339,6.2237418383821395e-83
340,2.3635058413171957e-125
341,1.204346542316488e-67
342,1.0
343,1.0
344,1.643495458000655e-107
345,1.0
346,3.0059610730920204e-136
347,1.0
348,1.0
349,1.0
350,1.0
351,1.0
352,1.0635986137624312e-71
353,1.0
354,1.0
355,5.2064255203786034e-83
356,1.0
357,1.288000745799919e-160
358,5.3002430289311465e-167
359,3.917875316676848e-211
360,1.8724747567676548e-63
361,1.724055537632313e-60
362,1.0
363,6.433145685945042e-110
364,1.0
365,1.0
366,1.0
367,1.0
368,1.0
369,1.6650793958827722e-127
370,8.295399627684332e-67
371,2.0796601596267343e-243
372,1.0
373,6.754877069596457e-107
374,1.0
375,1.0
376,7.550651032102856e-115
377,0.9999999999501232
378,1.9445566836991433e-107
379,1.0
380,1.0
381,3.406181347032717e-154
382,2.7939890916072355e-85
383,1.0
384,1.0
385,1.0
386,3.0094728583862584e-202
387,3.575618627345963e-203
388,4.664755752663394e-164
389,7.857126837120706e-49
390,1.0
391,1.0
392,8.120911637455133e-31
393,3.416088566792577e-52
394,1.5312461009543103e-38
395,1.0
396,7.829632155839178e-76
397,1.2854017914257394e-207
398,1.0
399,1.443368969063505e-70
400,1.0
401,1.0
402,1.0
403,1.402348381899059e-18
404,9.729565600894227e-124
405,1.1051926334496237e-42
406,3.5096701585778013e-240
407,0.9999997943847893
408,1.4480675517887255e-78
409,1.0
410,1.0
411,1.0
412,4.328693356115592e-116
413,1.0
414,1.0089026805826718e-83
415,9.156443673283667e-173
416,1.3201624829710285e-224
417,2.4350279829155997e-164
418,6.83252143026029e-89
419,1.0
420,1.0
421,1.395499119793253e-143
422,1.0
423,5.975224370981393e-26
424,1.0
425,1.9134815952996967e-228
426,1.0
427,3.5660166030350773e-69
428,2.3109497085399667e-156
429,2.4292333714659333e-06
430,1.0
431,1.3185522985225785e-213
432,6.1587762199518076e-142
433,1.0
434,2.261357685526613e-90
435,5.527567470726383e-161
436,1.0
437,1.0
438,3.8257126732822016e-216
439,1.0
440,1.0
441,1.0
442,1.1298901597988217e-140
443,1.1663406999252515e-76
444,1.0
445,4.614731538647502e-119
446,1.0
447,1.0
448,1.0
449,3.0235888916385e-125
450,5.682373132019051e-22
451,1.0
452,1.187303630839922e-133
453,9.24536580140913e-115
454,1.0544603166162793e-119
455,3.056355360776874e-22
456,4.6060900518659347e-153
457,2.407287142147745e-267
458,1.2006836744302889e-196
459,1.2441831173914127e-49
460,1.0
461,2.2356674534453794e-118
462,5.641484596037142e-92
463,1.0
464,1.0
465,3.937611463110636e-195
466,2.5727707997159353e-05
467,5.8018322876917615e-285
468,0.9999999987071686
469,7.646306864707185e-118
470,3.4776095885263705e-92
471,1.0
472,1.2329447287618702e-149
473,1.5432383432400673e-174
474,0.9999999999999978
475,1.3692479234533296e-93
476,1.1871400501602549e-135
477,7.913302526214685e-33
478,3.941610355927251e-31
479,2.707202004039127e-194
480,1.0
481,1.0
482,1.8724188330004189e-85
483,1.0
484,1.0
485,1.8304056474647037e-136
486,1.0
487,1.0
488,1.0
489,3.653796047156266e-93
490,1.614296745116698e-152
491,2.291378683892886e-30
492,3.971505486835589e-103
493,2.8280282837029475e-93
494,1.0
495,1.0
496,1.0
497,2.1737625730778995e-147
498,9.48525795473196e-169
499,4.0843277398802464e-13
500,1.3529455463647992e-134
501,6.644925604285663e-78
502,1.0
503,1.7494738801511402e-82
504,1.0
505,1.0
506,1.9392355851670026e-100
507,4.165792583748067e-172
508,1.1231219646921836e-19
509,1.972228576662055e-158
510,1.0
511,1.0
512,1.8087645219753802e-73
513,1.0
514,1.0
515,1.0
516,1.0
517,1.0
518,1.0
519,0.999999999999998
520,1.930337392843307e-62
521,1.0
522,0.9999979400014963
523,3.372626512584029e-127
524,7.026681641050076e-75
525,1.0118140679919864e-170
526,1.0
527,1.7817675048440075e-158
528,0.0
529,8.952045519838305e-156
530,1.0
531,1.0
532,1.0
533,1.0
534,8.047088612478774e-66
535,6.842071047579358e-120
536,1.0
537,1.0
538,1.0
539,1.0
540,1.0
541,1.0
542,1.0
543,1.0
544,2.6236293824820236e-150
545,1.9958536707685875e-170
546,1.0
547,1.0
548,1.0
549,1.2150829383931154e-120
550,1.0
551,1.4218340630280357e-104
552,1.0
553,1.0
554,1.0
555,1.0
556,1.0
557,1.9244223421575507e-57
558,1.0
559,1.0
560,1.0
561,1.0803173749575613e-67
562,5.243572751015106e-159
563,1.0
564,1.0
565,1.0
566,3.0241399419489418e-198
567,1.0
568,5.210769653202927e-35
569,1.0
570,5.047337716083413e-213
571,1.0
572,1.0
573,1.0
574,1.0
575,1.0
576,1.0
577,2.921389042258948e-104
578,1.0
579,1.0
580,1.468547691123675e-141
581,4.584926257255714e-98
582,1.0
583,1.0
584,1.0
585,1.0
586,4.384027022328609e-128
587,1.9596021835983233e-121
588,1.0
589,4.25400558935324e-134
590,1.0
591,1.0
592,1.0
593,1.0
594,1.0425877789632065e-45
595,1.0
596,1.0
597,1.0
598,1.6227562980966765e-94
599,3.2086928710151755e-121
600,3.252680270772376e-77
601,1.6626133752822785e-74
602,3.874983617634763e-37
603,1.0
604,1.0
605,1.0
606,3.8217655189932564e-164
607,6.378440590690083e-206
608,2.7468601807662567e-209
609,2.5677313370494373e-179
610,9.40234254770134e-115
611,1.3573536667920746e-293
612,1.1347303366077997e-142
613,4.733324254306106e-167
614,6.375954730441954e-157
615,1.0
616,4.365957392228726e-167
617,9.766022413716225e-196
618,1.6078570847193505e-106
619,1.0
620,1.597916802715292e-87
621,1.0
622,7.580614994206525e-18
623,1.1001031927322005e-119
624,9.75388885616965e-55
625,1.0
626,1.0
627,1.0
628,1.0
629,7.706012486498414e-69
630,1.0
631,4.6806195304474803e-107
632,1.0
633,1.0
634,9.848627332716412e-06
635,1.0
636,1.0
637,1.0
638,1.0
639,7.288840588676389e-138
640,3.470801303704669e-172
641,1.0
642,1.0
643,1.0
644,3.2623649765498e-27
645,1.0
646,3.139077671941451e-131
647,1.0
648,9.820003034822492e-162
649,1.0
650,4.642749785803318e-188
651,5.1989545292309845e-200
652,1.0
653,1.0
654,3.7295619275338424e-139
655,1.826115953266822e-114
656,8.350320053493479e-139
657,6.820873324240329e-239
658,1.0
659,1.0
660,1.0
661,2.7168988636344886e-182
662,1.0
663,2.255078787498835e-99
664,1.5097736031426835e-76
665,1.0
666,9.33933403880865e-20
667,1.124600175644533e-143
668,1.0
669,1.0
670,2.8966140961023294e-127
671,7.329633659633023e-85
672,6.134848023540187e-141
673,1.0
674,2.0345010537048168e-270
675,1.563155998066897e-290
676,1.0
677,0.0
678,2.726831568451633e-237
679,3.6889673554363374e-38
680,1.0
681,1.0
682,5.6111470329361405e-81
683,1.0
684,6.784459878137113e-131
685,1.0
686,1.0
687,1.0
688,1.0
689,9.414026211825098e-110
690,1.0
691,1.2336147235732636e-86
692,1.0
693,5.698755740233745e-42
694,4.4452976848557155e-223
695,1.0
696,1.0
697,5.123999084719907e-94
698,1.0
699,1.0
700,1.0
701,1.4991947271489242e-102
702,3.8813036515160486e-64
703,1.0
704,1.0
705,1.1720031205160712e-55
706,1.0
707,1.0
708,1.0
709,1.0
710,1.0
711,1.8206094173845178e-98
712,4.377128140017486e-65
713,1.0
714,7.793867847753957e-67
715,1.0
716,1.0
717,1.0
718,3.248625123302029e-83
719,3.689633510896735e-110
720,1.0
721,1.0
722,2.484814714431834e-89
723,1.0
724,1.8789273373544952e-147
725,4.3747278662546676e-94
726,2.1348380809064508e-115
727,1.0
728,1.4686479620036171e-46
729,1.6956268809942163e-07
730,9.113122766918761e-280
731,1.0
732,0.999999999999996
733,8.57657871067575e-122
734,1.0194358754752832e-169
735,1.0
736,4.073628575982173e-99
737,1.85720655958816e-144
738,2.4231804715008919e-141
739,1.6570955589841777e-191
740,1.7570815117599234e-181
741,1.0
742,1.0
743,1.0
744,1.0
745,5.6937273665317405e-139
746,6.600502746726029e-262
747,1.0
748,1.0
749,1.609373398672407e-32
750,1.8298469872429604e-80
751,3.149126760919743e-228
752,1.0
753,1.0
754,1.6556137555493044e-272
755,0.9999999999122751
756,6.484068588863667e-39
757,1.0
758,1.0
759,1.9073910125232936e-72
760,1.0
761,0.03240986447594941
762,9.460659292403401e-160
763,6.122524909428246e-136
764,1.0
765,7.420437760281328e-169
766,3.6992904676255516e-144
767,7.944616216083025e-115
768,1.0
769,2.710229657554137e-143
770,3.824869988981363e-69
771,1.239014695989817e-198
772,5.940035097622001e-63
773,1.0
774,1.0
775,1.0
776,1.0
777,7.372291063032029e-127
778,1.0
779,1.0
780,6.266821596472508e-20
781,1.0
782,1.0
783,1.0
784,1.0
785,6.744935350967431e-17
786,5.964845249509713e-162
787,1.2901868359459231e-108
788,1.0
789,9.899274753385242e-146
790,1.0
791,1.0
792,5.079171345367092e-27
793,1.0
794,2.1452021978079733e-126
795,3.5870544455385574e-73
796,1.0
797,4.078126686848576e-120
798,1.8411699445236166e-193
799,1.0
800,1.0
801,6.564593046113465e-221
802,1.80904736395569e-98
803,1.0
804,1.0
805,0.9999999996998148
806,1.4086575924449082e-41
807,3.493600724032584e-90
808,1.0
809,1.0
810,1.0
811,1.0
812,4.243692632781829e-174
813,5.758390493783025e-36
814,1.2157103116190928e-09
815,3.669443986770862e-192
816,1.0
817,1.0
818,1.0838059611375112e-97
819,1.7118433576664961e-103
820,1.0
821,1.0
822,0.9999991068209189
823,1.5485274101918517e-158
824,8.758573899242886e-118
825,1.4679615041388434e-53
826,1.0
827,1.0
828,1.0
829,1.6861425013596632e-299
830,3.775135310236712e-15
831,1.0
832,0.9999994130709463
833,1.0
834,1.0
835,1.0
836,1.0
837,1.0
838,1.2569682185786654e-105
839,1.924019119570079e-23
840,1.0
841,1.285573197426974e-103
842,9.399860150598377e-226
843,1.0
844,1.0
845,1.4520500111638063e-132
846,3.7569071695502024e-183
847,1.0
848,3.6475595956013143e-106
849,3.263982276494249e-253
850,3.1279280699372334e-11
851,7.2163524652716615e-56
852,1.0
853,5.335873434068204e-06
854,4.592830523402042e-221
855,2.8955609965761553e-166
856,0.9999802481299463
857,5.030145487771688e-59
858,3.4233287574427655e-46
859,1.0
860,1.0
861,1.0
862,1.0836989192369186e-148
863,1.6820801704851926e-82
864,1.754123256648906e-56
865,1.0749487873292539e-121
866,2.8434391333343324e-49
867,1.0
868,4.300975325442534e-77
869,1.0
870,1.2494831979048647e-51
871,1.0
872,1.0
873,1.0
874,6.8986675840864975e-193
875,4.3573115050450975e-226
876,1.0
877,1.0
878,8.99677750141195e-82
879,1.0
880,2.0868560995191663e-96
881,3.03925051765133e-126
882,1.0
883,1.0
884,1.0
885,1.0
886,1.0
887,3.7885723809532293e-103
888,1.0
889,1.0
890,1.0
891,1.0
892,8.446813788300726e-248
893,1.0
894,1.0111465015491079e-11
895,1.0
896,1.9588940067652284e-13
897,5.118127265668822e-198
898,6.04608005242142e-74
899,2.9738445109427544e-75
900,1.0
901,3.536019856034866e-178
902,1.0
903,5.641737576556017e-150
904,8.0336270472955704e-28
905,1.0
906,1.0
907,1.8365442111319414e-44
908,1.0
909,1.8059350497938802e-193
910,5.823952962919275e-44
911,1.0
912,1.0
913,1.2832776840990891e-126
914,3.1574973827062543e-118
915,6.219479265823646e-99
916,1.0
917,1.0
918,1.3393117790789355e-129
919,1.0
920,3.452261670243683e-81
921,3.923663791436309e-133
922,1.0
923,3.476185746381524e-228
924,1.0
925,1.0
926,1.0
927,1.7776243025637639e-40
928,1.0
929,2.0001974081487446e-181
930,1.0
931,5.536656461205245e-118
932,8.728560196463017e-308
933,1.0
934,6.991352736546513e-205
935,3.1351871094848066e-51
936,1.0
937,1.0
938,3.87500988299995e-35
939,1.0
940,1.0
941,1.0
942,8.158638180135945e-39
943,1.0
944,1.0
945,1.0
946,1.0
947,5.71978132269646e-25
948,0.2114090938314901
949,1.0
950,7.678136771573679e-85
951,1.0
952,1.0
953,1.0
954,1.0
955,4.2084659094850176e-78
956,7.688794252133147e-127
957,1.0
958,1.0
959,1.0
960,4.0037559943612715e-168
961,1.0
962,1.0
963,1.0
964,1.0
965,5.665585085382308e-76
966,3.939997773369784e-33
967,3.3972894111468305e-83
968,5.750024134054189e-113
969,1.0
970,9.879563531153439e-24
971,1.0
972,5.843938901996557e-109
973,1.0
974,4.158938769351858e-238
975,2.3525792900113096e-27
976,5.866713025504158e-131
977,1.5566420234964568e-57
978,7.595200665758305e-106
979,1.0
980,1.0
981,1.0
982,1.0
983,6.098682846240961e-06
984,1.1302940187259931e-69
985,1.0
986,1.0
987,2.9804707761083925e-11
988,0.9999999417037714
989,1.0
990,1.06496602418155e-151
991,1.0
992,1.0
993,0.9999999999999982
994,1.0
995,2.2030136169563467e-166
996,1.0
997,3.2096568996441286e-118
998,1.0
999,3.1471795143180926e-254
1000,2.8931182478153457e-117
1001,3.7337176525456127e-205
1002,2.8874507097175936e-153
1003,1.0
1004,1.0
1005,3.192008665585788e-05
1006,2.4668245276915645e-107
1007,9.143281325326799e-104
1008,1.0
1009,1.0
1010,2.4016739467129845e-129
1011,1.0
1012,4.299918994770621e-174
1013,6.286544655775793e-179
1014,7.448097898110432e-75
1015,2.600711112872955e-104
1016,1.0
1017,1.0
1018,1.6489851856980944e-136
1019,1.0
1020,1.0
1021,1.0
1022,1.9535289432303198e-36
1023,1.0
1024,1.8665718224261393e-294
1025,4.288159531065644e-93
1026,1.0086477038840592e-134
1027,1.7103107209574502e-64
1028,1.0
1029,8.578660075905802e-175
1030,6.019280680672219e-85
1031,1.5953978562976385e-109
1032,1.0
1033,1.0
1034,1.0
1035,1.0
1036,3.4773575497880173e-10
1037,1.0
1038,1.0
1039,1.0
1040,3.343589978583223e-97
1041,1.0
1042,1.0
1043,1.0
1044,1.0
1045,1.0
1046,1.0
1047,3.4648126788581604e-159
1048,2.466177733182011e-130
1049,1.0
1050,1.0
1051,3.883808380411266e-149
1052,0.9999999380405961
1053,1.0
1054,8.826506415920427e-109
1055,9.239196241208686e-107
1056,1.0
1057,1.0
1058,1.0
1059,1.0
1060,1.0
1061,3.477776734627361e-69
1062,1.0
1063,1.796723961062967e-100
1064,1.0083753603767248e-129
1065,1.0
1066,8.57423856592313e-70
1067,1.0
1068,1.500148007025228e-189
1069,1.0
1070,1.0
1071,1.0
1072,1.0734981248841743e-114
1073,1.0
1074,1.410650986734463e-79
1075,1.0
1076,5.57171304677457e-87
1077,1.0
1078,2.002173147107274e-104
1079,1.0
1080,3.603375486166563e-128
1081,1.0
1082,1.0
1083,1.0
1084,1.0
1085,1.0
1086,5.7141885912423355e-174
1087,1.2191880736100787e-119
1088,1.0
1089,1.875967346742099e-86
1090,1.0
1091,1.0
1092,8.087226612841392e-162
1093,8.028468396340864e-146
1094,1.3031160451013786e-164
1095,1.0
1096,1.0
1097,3.593530685934765e-31
1098,1.0
1099,5.0077918447826395e-28
1100,1.0
1101,1.0
1102,7.11269624127815e-166
1103,3.342176062323435e-118
1104,2.739652982076495e-128
1105,1.0
1106,1.0
1107,4.09908239913052e-41
1108,1.0944218254352216e-96
1109,1.0
1110,4.771983560124358e-100
1111,1.1101645448182135e-201
1112,1.0
1113,1.0
1114,4.5282838463633676e-21
1115,3.957016197932421e-100
1116,1.8787777199255026e-160
1117,1.4264356764418277e-156
1118,1.0
1119,1.0
1120,1.0
1121,8.531456484037263e-60
1122,1.0
1123,4.077501925789497e-165
1124,1.2336644030801952e-73
1125,7.539573479526304e-111
1126,1.0
1127,1.0
1128,4.1111364753078795e-101
1129,1.0
1130,1.0
1131,6.816848383484565e-200
1132,4.648045317996509e-106
1133,1.047847895817177e-34
1134,1.239731392087671e-20
1135,8.936014239489263e-162
1136,1.0
1137,1.0
1138,1.0
1139,1.0
1140,3.538855980285217e-153
1141,6.800269020934e-156
1142,1.0
1143,1.0
1144,0.8814917643823887
1145,1.0
1146,1.0
1147,1.092992847217857e-101
1148,1.627342213496579e-205
1149,1.0
1150,1.0
1151,1.0
1152,1.0
1153,1.0
1154,1.0
1155,1.4362417269509728e-56
1156,1.0
1157,1.0
1158,1.8687791665988348e-112
1159,1.0
1160,1.0
1161,1.0
1162,1.0
1163,1.0
1164,2.9863900750281273e-212
1165,1.0
1166,8.702164545865613e-27
1167,1.0
1168,1.0
1169,5.345270401432649e-87
1170,8.0945342709297e-178
1171,5.778504980767784e-71
1172,1.0
1173,1.8491997752954863e-131
1174,1.2956198124167753e-34
1175,1.0
1176,0.9999980833632856
1177,1.0
1178,1.0
1179,1.0
1180,1.0
1181,1.0
1182,3.870031473375466e-147
1183,1.0
1184,1.0
1185,2.7723066602491588e-105
1186,1.0
1187,1.0
1188,1.0
1189,1.6505990705744096e-44
1190,2.641572065615317e-243
1191,2.887164681703236e-75
1192,1.0
1193,1.7854684973020275e-87
1194,2.2146361290214794e-179
1195,1.2294440757737101e-93
1196,1.0
1197,1.0
1198,9.81673524430197e-140
1199,6.635761983523271e-07
1200,1.0
1201,1.0
1202,1.95640481629675e-254
1203,3.2510045526749384e-19
1204,0.9999999999999996
1205,1.0
1206,4.537708925793251e-39
1207,3.980689033364372e-121
1208,1.0
1209,1.0
1210,1.012125306799911e-51
1211,8.97893229017102e-87
1212,3.4848723380212264e-104
1213,1.0
1214,1.0
1215,1.0
1216,0.9999999999990619
1217,3.3742774214575664e-68
1218,1.4843318154168225e-138
1219,1.0
1220,6.595777092519834e-82
1221,1.912514718339368e-151
1222,1.0
1223,1.0
1224,1.0101205507814546e-106
1225,5.243430160338656e-84
1226,1.0
1227,7.954873873005771e-129
1228,1.8740720942399953e-136
1229,1.0
1230,1.0
1231,2.148208576403211e-220
1232,1.0
1233,3.840641080731978e-185
1234,1.0
1235,3.31126153642665e-153
1236,1.0
1237,1.0
1238,1.0
1239,1.0
1240,2.258907989958744e-80
1241,1.0
1242,1.0
1243,5.751586599134124e-174
1244,1.155053674292647e-121
1245,1.0
1246,1.0
1247,1.0
1248,1.0
1249,1.0
1250,1.0
1251,5.092521290410546e-10
1252,4.90170573964725e-96
1253,5.760672471305355e-213
1254,1.0
1255,1.0
1256,1.0
1257,1.0
1258,1.0
1259,1.0
1260,1.0
1261,1.0
1262,1.0
1263,7.805339590740728e-41
1264,1.3794793258201392e-124
1265,1.0
1266,1.426916604669246e-07
1267,1.0
1268,1.4370784400292484e-162
1269,6.96287365400418e-187
1270,1.2232554291114237e-29
1271,1.0
1272,3.027427529234357e-108
1273,6.085670077790434e-171
1274,2.0601468256180876e-188
1275,1.0
1276,1.0
1277,1.0
1278,1.0
1279,4.948419631757238e-22
1280,1.0202901346979596e-184
1281,8.510461452849662e-32
1282,1.0
1283,1.785957469158977e-95
1284,3.4507360194577984e-25
1285,1.0
1286,1.0
1287,1.3872843774840043e-62
1288,1.1821977709656952e-130
1289,2.5153171530861764e-72
1290,1.0
1291,1.0
1292,2.976989244472452e-149
1293,1.0
1294,1.0
1295,1.0
1296,1.0
1297,4.018168079392668e-85
1298,1.0
1299,1.0
1300,1.0
1301,2.2327192165885522e-24
1302,1.0
1303,1.0
1304,3.995965748305293e-24
1305,4.6489272731075794e-114
1306,6.361449346239695e-26
1307,8.769878382468225e-57
1308,1.7757189288552496e-98
1309,1.0
1310,1.0
1311,1.0
1312,1.0646966946113116e-105
1313,1.0
1314,1.0
1315,1.7794773631937527e-183
1316,2.554163177731636e-77
1317,1.0
1318,1.0
1319,1.0
1320,3.1041687350834817e-155
1321,7.12458464598746e-10
1322,6.439242336326104e-97
1323,1.0
1324,2.419600694258478e-96
1325,1.0
1326,1.5750656562288567e-34
1327,1.8610851548690188e-306
1328,8.427499917380807e-158
1329,1.0
1330,1.0
1331,1.8382125116415902e-50
1332,1.3636706044227222e-208
1333,3.455653211639119e-132
1334,3.208667673414233e-67
1335,2.112721810677303e-128
1336,3.799563755237004e-35
1337,8.838239619805941e-110
1338,1.0
1339,1.0
1340,1.2334984630952138e-91
1341,1.6713757110939011e-149
1342,1.0
1343,1.0
1344,2.6925714532109328e-37
1345,4.638940938264391e-189
1346,1.0
1347,1.0
1348,4.085885523261131e-248
1349,1.0
1350,1.0
1351,1.0
1352,1.2248904589301405e-54
1353,3.3987975126840496e-134
1354,6.28682448575236e-188
1355,1.0864569128653863e-164
1356,1.0
1357,2.771154644262002e-255
1358,1.1429509056542354e-219
1359,1.0
1360,1.0
1361,1.0
1362,1.0
1363,7.234398064908168e-122
1364,6.458878044789398e-183
1365,0.9999999999988243
1366,1.0
1367,1.0
1368,1.0043771857569635e-216
1369,9.715539495354917e-135
1370,6.746600096268638e-138
1371,3.105076098649046e-84
1372,1.0
1373,2.841374254087456e-152
1374,5.93272101715933e-143
1375,5.685781048640436e-49
1376,1.0
1377,1.0
1378,1.1569452545078387e-70
1379,1.5854139720524993e-217
1380,9.101050288815688e-49
1381,1.0
1382,1.0
1383,1.0
1384,2.211160520126194e-127
1385,1.0
1386,3.913332694708523e-73
1387,3.837652530012144e-104
1388,2.702267189151798e-217
1389,1.2945897432432938e-123
1390,1.6989935207122657e-128
1391,1.0
1392,1.0
1393,2.563498688751357e-132
1394,1.0
1395,6.024402631062287e-91
1396,1.0
1397,1.0
1398,1.0
1399,1.0
1400,7.524128841997571e-158
1401,1.0
1402,1.0
1403,1.0
1404,5.077860711208399e-125
1405,1.0
1406,0.9999999999999993
1407,1.0
1408,1.1565960998322525e-36
1409,3.759657192433218e-132
1410,9.044628573860536e-34
1411,1.0
1412,1.0
1413,1.0
1414,8.144157773470113e-44
1415,1.3563590447247164e-63
1416,1.0
1417,1.0
1418,1.0
1419,1.0
